"","sites","half.time","jama"
"1","ES-LJu",162,0.581324630294692
"2","ES-LJu",163,0.580591220389717
"3","ES-LJu",164,0.579884249651085
"4","ES-LJu",165,0.579205404763703
"5","ES-LJu",166,0.57853917657383
"6","ES-LJu",167,0.577841042069497
"7","ES-LJu",168,0.577191776953435
