"","sites","half.time","jama"
"1","US-Ha1",191,0.643807464081054
"2","US-PFa",191,0.863507608400331
"3","BE-Bra",191,0.882991620127973
"4","BE-Vie",191,0.804617130057161
"5","DE-Tha",191,0.797217986942998
"6","DK-Sor",191,0.482008575061934
"7","FI-Hyy",191,0.616262381087072
"8","IT-Col",191,0.647045584460042
"9","NL-Loo",191,0.714444092181512
"10","CH-Dav",191,0.821480384810552
"11","RU-Fyo",191,0.819090293186991
"12","US-NR1",191,0.861378776691467
"13","IT-Ren",191,0.852474424058145
"14","US-MMS",191,0.583756488225146
"15","US-WCr",191,0.702005445330191
"16","CA-Man",191,0.759587256994598
"17","DK-ZaH",191,0.308565834099986
"18","FR-Pue",191,0.577801308704334
"19","US-Los",191,0.86019894271585
"20","US-UMB",191,0.629465059932054
"21","US-Var",191,0.551727461829299
"22","AU-How",191,0.691070076975832
"23","AU-Tum",191,0.437312424500826
"24","FI-Sod",191,0.720279240661916
"25","IT-SRo",191,0.193752348740278
"26","US-Syv",191,0.875375266456247
"27","US-Ton",191,0.388049239425451
"28","ZA-Kru",191,0.836063049081971
"29","DE-Hai",191,0.745241247744102
"30","FR-LBr",191,0.129287850267415
"31","IT-Cpz",191,0.788084017136217
"32","US-Me2",191,0.653785720996412
"33","IT-Lav",191,0.36014360193978
"34","RU-Cok",191,0.275654662852483
"35","AT-Neu",191,0.544694582826632
"36","CH-Lae",191,0.677593370159785
"37","DE-Gri",191,0.303569899270878
"38","GF-Guy",191,0.0535130931815369
"39","IT-MBo",191,0.464517059175272
"40","IT-Noe",191,0.165140092174588
"41","IT-Ro2",191,0.282224146978879
"42","US-Blo",191,0.793297339990691
"43","US-GLE",191,0.869300588250429
"44","US-SRM",191,0.850130627381334
"45","US-Wkg",191,0.599505319965848
"46","BR-Sa1",191,0.153305122604039
"47","CH-Cha",191,0.842515369692163
"48","CH-Fru",191,0.790780797605745
"49","FR-Fon",191,0.553760158389186
"50","CZ-wet",191,0.559295457416095
"51","IT-Ro1",191,0.163519176204075
"52","US-Ha1",192,0.642215169373547
"53","US-PFa",192,0.862543192085933
"54","BE-Bra",192,0.882535151300505
"55","BE-Vie",192,0.803691593113875
"56","DE-Tha",192,0.796578002386476
"57","DK-Sor",192,0.481394505481066
"58","FI-Hyy",192,0.615462475736225
"59","IT-Col",192,0.646082594515477
"60","NL-Loo",192,0.712950397679159
"61","CH-Dav",192,0.82085704212598
"62","RU-Fyo",192,0.818218589766152
"63","US-NR1",192,0.860519861838283
"64","IT-Ren",192,0.851452364109302
"65","US-MMS",192,0.58336941704007
"66","US-WCr",192,0.69972141980746
"67","CA-Man",192,0.756205164808842
"68","DK-ZaH",192,0.308334564386743
"69","FR-Pue",192,0.577251670877271
"70","US-Los",192,0.859348259224691
"71","US-UMB",192,0.62843397225798
"72","US-Var",192,0.550639309658983
"73","AU-How",192,0.690008094527936
"74","AU-Tum",192,0.430757632620028
"75","FI-Sod",192,0.716406245114145
"76","IT-SRo",192,0.193825228011118
"77","US-Syv",192,0.874439943345914
"78","US-Ton",192,0.387796316852289
"79","ZA-Kru",192,0.835286393549068
"80","DE-Hai",192,0.743873408096223
"81","FR-LBr",192,0.119363167876131
"82","IT-Cpz",192,0.788859098603401
"83","US-Me2",192,0.652875879607726
"84","IT-Lav",192,0.35700109841667
"85","RU-Cok",192,0.274097659863723
"86","AT-Neu",192,0.544462086689451
"87","CH-Lae",192,0.676424576540304
"88","DE-Gri",192,0.301628699611447
"89","GF-Guy",192,0.0822313835655205
"90","IT-MBo",192,0.46487579369137
"91","IT-Noe",192,0.163963969012763
"92","IT-Ro2",192,0.27888517713496
"93","US-Blo",192,0.792583784439633
"94","US-GLE",192,0.868681389645123
"95","US-SRM",192,0.849582620067782
"96","US-Wkg",192,0.598653425146334
"97","BR-Sa1",192,0.00633946714796156
"98","CH-Cha",192,0.840992396054123
"99","CH-Fru",192,0.788819989294846
"100","FR-Fon",192,0.553874321180556
"101","CZ-wet",192,0.557887445793508
"102","IT-Ro1",192,0.163077846039417
"103","US-Ha1",193,0.640373778934144
"104","US-PFa",193,0.861556717459606
"105","BE-Bra",193,0.881923137111605
"106","BE-Vie",193,0.802695624515721
"107","DE-Tha",193,0.795408783331793
"108","DK-Sor",193,0.481100772458391
"109","FI-Hyy",193,0.614708824955538
"110","IT-Col",193,0.645360662573435
"111","NL-Loo",193,0.711474195768113
"112","CH-Dav",193,0.820245762563586
"113","RU-Fyo",193,0.817336934340687
"114","US-NR1",193,0.859734410111987
"115","IT-Ren",193,0.85078460752469
"116","US-MMS",193,0.58270366215299
"117","US-WCr",193,0.697340816043105
"118","CA-Man",193,0.753401656623466
"119","DK-ZaH",193,0.308139023501719
"120","FR-Pue",193,0.576920696609803
"121","US-Los",193,0.858487470125261
"122","US-UMB",193,0.627697033534753
"123","US-Var",193,0.549743902163105
"124","AU-How",193,0.688959489759413
"125","AU-Tum",193,0.440506890468111
"126","FI-Sod",193,0.712722884653871
"127","IT-SRo",193,0.193824094095547
"128","US-Syv",193,0.873667123878874
"129","US-Ton",193,0.387790920739452
"130","ZA-Kru",193,0.834130608809525
"131","DE-Hai",193,0.742317242523596
"132","FR-LBr",193,0.117263196035546
"133","IT-Cpz",193,0.788805854112866
"134","US-Me2",193,0.652085848103458
"135","IT-Lav",193,0.35982054946954
"136","RU-Cok",193,0.272471541471123
"137","AT-Neu",193,0.541442337256545
"138","CH-Lae",193,0.674463952999337
"139","DE-Gri",193,0.301758899979333
"140","GF-Guy",193,0.0795493145767652
"141","IT-MBo",193,0.465355635238342
"142","IT-Noe",193,0.164129819525315
"143","IT-Ro2",193,0.281121607357659
"144","US-Blo",193,0.792235889594559
"145","US-GLE",193,0.86806265799051
"146","US-SRM",193,0.848919304677202
"147","US-Wkg",193,0.597846383984795
"148","BR-Sa1",193,-0.075145513276312
"149","CH-Cha",193,0.8393895161329
"150","CH-Fru",193,0.787562135678418
"151","FR-Fon",193,0.554192560924424
"152","CZ-wet",193,0.558607042629508
"153","IT-Ro1",193,0.162369704666379
"154","US-Ha1",194,0.638786752834339
"155","US-PFa",194,0.860560975909
"156","BE-Bra",194,0.881276295020889
"157","BE-Vie",194,0.801830254455276
"158","DE-Tha",194,0.79467923310904
"159","DK-Sor",194,0.480130007896194
"160","FI-Hyy",194,0.613993545724144
"161","IT-Col",194,0.645090069350609
"162","NL-Loo",194,0.70999789886375
"163","CH-Dav",194,0.819608506786656
"164","RU-Fyo",194,0.816451312993346
"165","US-NR1",194,0.858861789156759
"166","IT-Ren",194,0.849800161944539
"167","US-MMS",194,0.582352568731269
"168","US-WCr",194,0.695145380671836
"169","CA-Man",194,0.75076856429304
"170","DK-ZaH",194,0.307207812996924
"171","FR-Pue",194,0.576654638320086
"172","US-Los",194,0.857618981505653
"173","US-UMB",194,0.62669652286981
"174","US-Var",194,0.548919710301298
"175","AU-How",194,0.687891627336924
"176","AU-Tum",194,0.418904538721415
"177","FI-Sod",194,0.70899077850478
"178","IT-SRo",194,0.194178847255437
"179","US-Syv",194,0.872687662441381
"180","US-Ton",194,0.387416210127509
"181","ZA-Kru",194,0.833179689102824
