"","sites","half.time","jama"
"1","US-Ha1",235,0.577290766064326
"2","US-PFa",235,0.816748999939779
"3","BE-Bra",235,0.857298629777922
"4","BE-Vie",235,0.76339960807925
"5","DE-Tha",235,0.757140602217885
"6","DK-Sor",235,0.461131744719891
"7","FI-Hyy",235,0.580885268073711
"8","IT-Col",235,0.609657323298689
"9","NL-Loo",235,0.648874431307424
"10","CH-Dav",235,0.793051760484093
"11","RU-Fyo",235,0.772768712942017
"12","US-NR1",235,0.823848230863607
"13","IT-Ren",235,0.811340227301394
"14","US-MMS",235,0.556267188008594
"15","US-WCr",235,0.598541874968693
"16","CA-Man",235,0.624976835390188
"17","DK-ZaH",235,0.30201587541239
"18","FR-Pue",235,0.550811865133435
"19","US-Los",235,0.822088157632892
"20","US-UMB",235,0.58947749122909
"21","US-Var",235,0.518715678306736
"22","AU-How",235,0.646738958439237
"23","AU-Tum",235,0.211833517965119
"24","FI-Sod",235,0.559035922345041
"25","IT-SRo",235,0.202207653664943
"26","US-Syv",235,0.833033921025906
"27","US-Ton",235,0.385484073684945
"28","ZA-Kru",235,0.794781539071243
"29","DE-Hai",235,0.675811090731142
"30","FR-LBr",235,0.0691964220174103
"31","IT-Cpz",235,0.801312202454116
"32","US-Me2",235,0.633220893422942
"33","IT-Lav",235,0.330961612642043
"34","RU-Cok",235,0.254614718368379
"35","AT-Neu",235,0.500203550128579
"36","CH-Lae",235,0.616162028768034
"37","DE-Gri",235,0.249855194085171
"38","GF-Guy",235,0.0186028171559296
"39","IT-MBo",235,0.476752277801904
"40","IT-Noe",235,0.143750499106858
"41","IT-Ro2",235,0.232376178433071
"42","US-Blo",235,0.781755932741259
"43","US-GLE",235,0.840117539089953
"44","US-SRM",235,0.825423662014932
"45","US-Wkg",235,0.567232892504255
"46","BR-Sa1",235,-0.0258224093352645
"47","CH-Cha",235,0.772239269012041
"48","CH-Fru",235,0.721504329993036
"49","FR-Fon",235,0.552659858273721
"50","CZ-wet",235,0.542693822185436
"51","IT-Ro1",235,0.149159093536079
"52","US-Ha1",236,0.575687823700825
"53","US-PFa",236,0.815584925721755
"54","BE-Bra",236,0.856617486830695
"55","BE-Vie",236,0.76209264779237
"56","DE-Tha",236,0.756165291412466
"57","DK-Sor",236,0.460896176662568
"58","FI-Hyy",236,0.579928975463895
"59","IT-Col",236,0.608597351956499
"60","NL-Loo",236,0.647424785497673
"61","CH-Dav",236,0.792623802985539
"62","RU-Fyo",236,0.771568036224364
"63","US-NR1",236,0.823042346324806
"64","IT-Ren",236,0.810263238497447
"65","US-MMS",236,0.555639441643626
"66","US-WCr",236,0.596672369333725
"67","CA-Man",236,0.621634591536933
"68","DK-ZaH",236,0.303982822167578
"69","FR-Pue",236,0.550150964142846
"70","US-Los",236,0.821258442099261
"71","US-UMB",236,0.588720088035429
"72","US-Var",236,0.517900806757778
"73","AU-How",236,0.645725520714645
"74","AU-Tum",236,0.207505226539889
"75","FI-Sod",236,0.555701451298628
"76","IT-SRo",236,0.202380116204043
"77","US-Syv",236,0.831873612182192
"78","US-Ton",236,0.385237633844538
"79","ZA-Kru",236,0.79373184621812
"80","DE-Hai",236,0.674146423541179
"81","FR-LBr",236,0.0722059674327021
"82","IT-Cpz",236,0.801326763265722
"83","US-Me2",236,0.633220436684783
"84","IT-Lav",236,0.327706335245565
"85","RU-Cok",236,0.254493157577276
"86","AT-Neu",236,0.499379423461542
"87","CH-Lae",236,0.615787538604407
"88","DE-Gri",236,0.249624194021747
"89","GF-Guy",236,-0.00314739309240202
"90","IT-MBo",236,0.476894521423054
"91","IT-Noe",236,0.14442658490257
"92","IT-Ro2",236,0.236912649778896
"93","US-Blo",236,0.780202804483553
"94","US-GLE",236,0.839215101686599
"95","US-SRM",236,0.82479206494535
"96","US-Wkg",236,0.566618068364361
"97","BR-Sa1",236,-0.0231104365595899
"98","CH-Cha",236,0.770513553314349
"99","CH-Fru",236,0.720899731580036
"100","FR-Fon",236,0.552675757766114
"101","CZ-wet",236,0.54172074200202
"102","IT-Ro1",236,0.149073444358241
"103","US-Ha1",237,0.574329140650564
"104","US-PFa",237,0.814435909148574
"105","BE-Bra",237,0.855972994420334
"106","BE-Vie",237,0.7614556559207
"107","DE-Tha",237,0.755081298501477
"108","DK-Sor",237,0.460370927778394
"109","FI-Hyy",237,0.578985076004677
"110","IT-Col",237,0.607875613882865
