"","sites","half.time","jama"
"1","US-Ha1",162,0.690317186784057
"2","US-PFa",162,0.890361227898202
"3","BE-Bra",162,0.898658441773164
"4","BE-Vie",162,0.831830640503036
"5","DE-Tha",162,0.822709893271482
"6","DK-Sor",162,0.493050388747923
"7","FI-Hyy",162,0.636757107690996
"8","IT-Col",162,0.671291291346029
"9","NL-Loo",162,0.757531863970807
"10","CH-Dav",162,0.835855320742015
"11","RU-Fyo",162,0.843432188370203
"12","US-NR1",162,0.885601209304271
"13","IT-Ren",162,0.876047804963142
"14","US-MMS",162,0.603090801130595
"15","US-WCr",162,0.767117364011498
"16","CA-Man",162,0.819869957995512
"17","DK-ZaH",162,0.319438157061781
"18","FR-Pue",162,0.583454102609642
"19","US-Los",162,0.884658395624761
"20","US-UMB",162,0.651236068241376
"21","US-Var",162,0.586842248308058
"22","AU-How",162,0.721073939554457
"23","AU-Tum",162,0.557582933163306
"24","FI-Sod",162,0.82244038902363
"25","IT-SRo",162,0.190983911827411
"26","US-Syv",162,0.897816478318855
"27","US-Ton",162,0.395571583401412
"28","ZA-Kru",162,0.86079235189702
"29","DE-Hai",162,0.792056805735631
"30","FR-LBr",162,0.319153889147274
"31","IT-Cpz",162,0.770912045382273
"32","US-Me2",162,0.661554320364723
"33","IT-Lav",162,0.37484478697881
"34","RU-Cok",162,0.384683292836896
"35","AT-Neu",162,0.569939171926699
"36","CH-Lae",162,0.717899559681105
"37","DE-Gri",162,0.348044561627573
"38","GF-Guy",162,0.0968546153186837
"39","IT-MBo",162,0.447706069677847
"40","IT-Noe",162,0.187303180241882
"41","IT-Ro2",162,0.307373030367884
"42","US-Blo",162,0.797763185107272
"43","US-GLE",162,0.888203995304086
"44","US-SRM",162,0.865821306073931
"45","US-Wkg",162,0.624073676071632
"46","BR-Sa1",162,0.262789333275154
"47","CH-Cha",162,0.886602906500621
"48","CH-Fru",162,0.832219538546847
"49","FR-Fon",162,0.550276398939436
"50","CZ-wet",162,0.563335217590249
"51","IT-Ro1",162,0.178974331918146
"52","US-Ha1",163,0.688641340970813
"53","US-PFa",163,0.889483042168722
"54","BE-Bra",163,0.898168435310628
"55","BE-Vie",163,0.830847117958063
"56","DE-Tha",163,0.821980925950832
"57","DK-Sor",163,0.492961562077321
"58","FI-Hyy",163,0.636451433332483
"59","IT-Col",163,0.670724856068156
"60","NL-Loo",163,0.756099679945869
"61","CH-Dav",163,0.835282641807426
"62","RU-Fyo",163,0.842633104732808
"63","US-NR1",163,0.884700694239333
"64","IT-Ren",163,0.875183851689252
"65","US-MMS",163,0.603059326149183
"66","US-WCr",163,0.764967456545914
"67","CA-Man",163,0.818875318875063
"68","DK-ZaH",163,0.319069657066416
"69","FR-Pue",163,0.583371308625627
"70","US-Los",163,0.883838733011221
"71","US-UMB",163,0.650645634033204
"72","US-Var",163,0.585651533014241
"73","AU-How",163,0.720004013876485
"74","AU-Tum",163,0.563093676208175
"75","FI-Sod",163,0.819218716266285
"76","IT-SRo",163,0.190973865657895
"77","US-Syv",163,0.89719125200271
"78","US-Ton",163,0.394803284790303
"79","ZA-Kru",163,0.859837682836031
"80","DE-Hai",163,0.790498782436397
"81","FR-LBr",163,0.311964299161957
"82","IT-Cpz",163,0.771725288553056
"83","US-Me2",163,0.661103514583435
"84","IT-Lav",163,0.374584009160452
"85","RU-Cok",163,0.378861882399441
