"","sites","half.time","jama"
"1","US-Ha1",286,0.509860518166062
"2","US-PFa",286,0.754113450231454
"3","BE-Bra",286,0.825378121990739
"4","BE-Vie",286,0.718130996401091
"5","DE-Tha",286,0.711222877405502
"6","DK-Sor",286,0.436475916972659
"7","FI-Hyy",286,0.540201643270331
"8","IT-Col",286,0.567652675501329
"9","NL-Loo",286,0.577461443473605
"10","CH-Dav",286,0.75417036752684
"11","RU-Fyo",286,0.709763699460369
"12","US-NR1",286,0.782021145399376
"13","IT-Ren",286,0.760569412653255
"14","US-MMS",286,0.52725724323209
"15","US-WCr",286,0.489177343228809
"16","CA-Man",286,0.492630386036662
"17","DK-ZaH",286,0.301414483552158
"18","FR-Pue",286,0.502466787050204
"19","US-Los",286,0.779883713608581
"20","US-UMB",286,0.541043112334496
"21","US-Var",286,0.498561527772446
"22","AU-How",286,0.600097932712636
"23","AU-Tum",286,0.119427512749503
"24","FI-Sod",286,0.413376991801419
"25","IT-SRo",286,0.21316914138559
"26","US-Syv",286,0.776977028750064
"27","US-Ton",286,0.386227089152512
"28","ZA-Kru",286,0.744763166793979
"29","DE-Hai",286,0.602451896314435
"30","FR-LBr",286,0.147244246197041
"31","IT-Cpz",286,0.803667776789478
"32","US-Me2",286,0.599929263616973
"33","IT-Lav",286,0.291603057300801
"34","RU-Cok",286,0.26912400115667
"35","AT-Neu",286,0.448190980416844
"36","CH-Lae",286,0.551129151180074
"37","DE-Gri",286,0.2131065232553
"38","GF-Guy",286,0.0173472751989698
"39","IT-MBo",286,0.477811348947671
"40","IT-Noe",286,0.131583350573011
"41","IT-Ro2",286,0.186074523245781
"42","US-Blo",286,0.764766437141476
"43","US-GLE",286,0.806775327267689
"44","US-SRM",286,0.798614450163813
"45","US-Wkg",286,0.539431135516383
"46","BR-Sa1",286,0.103854315510194
"47","CH-Cha",286,0.692165750299051
"48","CH-Fru",286,0.647474678848543
"49","FR-Fon",286,0.547729677291278
"50","CZ-wet",286,0.518173020197516
"51","IT-Ro1",286,0.139689293857248
"52","US-Ha1",287,0.508617654996136
"53","US-PFa",287,0.752746276823209
"54","BE-Bra",287,0.82471186154414
"55","BE-Vie",287,0.717195047824116
"56","DE-Tha",287,0.71027018390148
"57","DK-Sor",287,0.436234396172932
"58","FI-Hyy",287,0.539419936809519
"59","IT-Col",287,0.567005611163847
"60","NL-Loo",287,0.576175047787855
"61","CH-Dav",287,0.753419181967513
"62","RU-Fyo",287,0.709174671896868
"63","US-NR1",287,0.781270393756209
"64","IT-Ren",287,0.759480117640256
"65","US-MMS",287,0.527047781621845
"66","US-WCr",287,0.487091738691687
"67","CA-Man",287,0.491297308720558
"68","DK-ZaH",287,0.300984573349944
"69","FR-Pue",287,0.501517809557867
"70","US-Los",287,0.779049763888401
"71","US-UMB",287,0.540230840717395
"72","US-Var",287,0.498314539271406
"73","AU-How",287,0.599294937698926
"74","AU-Tum",287,0.11865284570498
"75","FI-Sod",287,0.411111442961533
"76","IT-SRo",287,0.214468636502698
"77","US-Syv",287,0.775891577129031
"78","US-Ton",287,0.386232085312085
"79","ZA-Kru",287,0.743852926146291
"80","DE-Hai",287,0.601283856681618
"81","FR-LBr",287,0.149494887114444
"82","IT-Cpz",287,0.803649132544765
"83","US-Me2",287,0.600443568469907
"84","IT-Lav",287,0.293915608850865
"85","RU-Cok",287,0.269720750109925
"86","AT-Neu",287,0.447655611661082
"87","CH-Lae",287,0.54991543294732
"88","DE-Gri",287,0.214405999897919
"89","GF-Guy",287,0.0180382300548158
"90","IT-MBo",287,0.477702188741725
"91","IT-Noe",287,0.130064395623124
"92","IT-Ro2",287,0.184919694222561
"93","US-Blo",287,0.765678660232071
"94","US-GLE",287,0.806283283896214
"95","US-SRM",287,0.798146140993134
"96","US-Wkg",287,0.538752841153247
"97","BR-Sa1",287,0.106026677650335
"98","CH-Cha",287,0.690299290371836
"99","CH-Fru",287,0.648473578107676
"100","FR-Fon",287,0.547654319763941
"101","CZ-wet",287,0.518054397875289
"102","IT-Ro1",287,0.139710225050595
"103","US-Ha1",288,0.507320587126378
"104","US-PFa",288,0.751453123160632
"105","BE-Bra",288,0.824269765331999
"106","BE-Vie",288,0.716596794638128
"107","DE-Tha",288,0.709335497809793
"108","DK-Sor",288,0.435533239716095
"109","FI-Hyy",288,0.538603361378862
"110","IT-Col",288,0.565976067502085
"111","NL-Loo",288,0.574856178181805
"112","CH-Dav",288,0.752382865924659
"113","RU-Fyo",288,0.708172843333865
"114","US-NR1",288,0.780473577754288
"115","IT-Ren",288,0.758451240122094
"116","US-MMS",288,0.526176309865866
"117","US-WCr",288,0.48502713258509
"118","CA-Man",288,0.488818138893161
"119","DK-ZaH",288,0.301499598401134
"120","FR-Pue",288,0.500320029967437
"121","US-Los",288,0.778349036550302
"122","US-UMB",288,0.539222252786606
"123","US-Var",288,0.497866961771799
"124","AU-How",288,0.598419074584867
"125","AU-Tum",288,0.11890615925498
"126","FI-Sod",288,0.408736210449241
"127","IT-SRo",288,0.214759341002355
"128","US-Syv",288,0.774565809501237
"129","US-Ton",288,0.386341994711041
"130","ZA-Kru",288,0.742241744473448
"131","DE-Hai",288,0.599982541435916
"132","FR-LBr",288,0.150490653728937
"133","IT-Cpz",288,0.803481072469822
"134","US-Me2",288,0.600194849893501
"135","IT-Lav",288,0.294777816050106
"136","RU-Cok",288,0.270501498291935
"137","AT-Neu",288,0.445746102483144
"138","CH-Lae",288,0.548582083075836
"139","DE-Gri",288,0.213692862420636
"140","GF-Guy",288,0.0306807423936495
"141","IT-MBo",288,0.477492844990651
"142","IT-Noe",288,0.131243822705428
"143","IT-Ro2",288,0.187802560805049
"144","US-Blo",288,0.764522755670753
"145","US-GLE",288,0.80548598416544
"146","US-SRM",288,0.797470551168605
"147","US-Wkg",288,0.538388435494865
"148","BR-Sa1",288,0.108003041462956
"149","CH-Cha",288,0.68912441374554
"150","CH-Fru",288,0.648547765484772
"151","FR-Fon",288,0.547456932372784
"152","CZ-wet",288,0.518189583220056
"153","IT-Ro1",288,0.139444092679157
"154","US-Ha1",289,0.506104256455169
"155","US-PFa",289,0.75015176918771
"156","BE-Bra",289,0.823385410441487
"157","BE-Vie",289,0.715525212675094
"158","DE-Tha",289,0.708476818514714
"159","DK-Sor",289,0.435038245067976
"160","FI-Hyy",289,0.537845119920728
"161","IT-Col",289,0.565565271225666
"162","NL-Loo",289,0.573527165435645
"163","CH-Dav",289,0.751378975874634
"164","RU-Fyo",289,0.706875913350034
"165","US-NR1",289,0.779591538229635
"166","IT-Ren",289,0.757453079536207
"167","US-MMS",289,0.526092931346947
"168","US-WCr",289,0.483025705851849
"169","CA-Man",289,0.486510418381125
"170","DK-ZaH",289,0.301788633053949
"171","FR-Pue",289,0.499016913919194
"172","US-Los",289,0.777524274931881
"173","US-UMB",289,0.538103514250279
"174","US-Var",289,0.497738097882228
"175","AU-How",289,0.597634612462374
"176","AU-Tum",289,0.114560340545505
"177","FI-Sod",289,0.406565009146548
"178","IT-SRo",289,0.214815229448184
"179","US-Syv",289,0.773441718960385
"180","US-Ton",289,0.386221262966155
"181","ZA-Kru",289,0.741392578226938
"182","DE-Hai",289,0.598598513239015
"183","FR-LBr",289,0.152531989179296
"184","IT-Cpz",289,0.80333883018014
"185","US-Me2",289,0.598945535289947
"186","IT-Lav",289,0.294176939940905
"187","RU-Cok",289,0.270703114518463
"188","AT-Neu",289,0.446112934658521
"189","CH-Lae",289,0.547587726782979
"190","DE-Gri",289,0.213447115792747
"191","GF-Guy",289,0.0186261277970678
"192","IT-MBo",289,0.477383246560003
"193","IT-Noe",289,0.130217893507426
"194","IT-Ro2",289,0.184793584296903
"195","US-Blo",289,0.764280215875671
"196","US-GLE",289,0.804695824207134
"197","US-SRM",289,0.797237084799334
"198","US-Wkg",289,0.537977610022613
"199","BR-Sa1",289,0.110389585679583
"200","CH-Cha",289,0.687379616743454
"201","CH-Fru",289,0.646299992352591
"202","FR-Fon",289,0.547356454316341
"203","CZ-wet",289,0.517426121588817
"204","IT-Ro1",289,0.139480512471215
"205","US-Ha1",290,0.505025426795076
"206","US-PFa",290,0.748829967605901
"207","BE-Bra",290,0.823017092172717
"208","BE-Vie",290,0.714912478294024
"209","DE-Tha",290,0.707540910658845
"210","DK-Sor",290,0.434673253201593
"211","FI-Hyy",290,0.537052022455986
"212","IT-Col",290,0.564493632095027
"213","NL-Loo",290,0.572155204790917
"214","CH-Dav",290,0.750632451379763
"215","RU-Fyo",290,0.705573992729994
"216","US-NR1",290,0.778980877383708
"217","IT-Ren",290,0.75637285817356
"218","US-MMS",290,0.525358941097888
"219","US-WCr",290,0.480967142184694
"220","CA-Man",290,0.484310658179444
"221","DK-ZaH",290,0.301760263388174
"222","FR-Pue",290,0.498134034832042
"223","US-Los",290,0.776783854981104
"224","US-UMB",290,0.537261147075263
"225","US-Var",290,0.49736559207845
"226","AU-How",290,0.596723393678926
"227","AU-Tum",290,0.116736585581782
"228","FI-Sod",290,0.404161953773882
"229","IT-SRo",290,0.214030737876144
"230","US-Syv",290,0.772410420157219
"231","US-Ton",290,0.386384449384099
"232","ZA-Kru",290,0.740770812230011
"233","DE-Hai",290,0.597143860177781
"234","FR-LBr",290,0.15312208073975
"235","IT-Cpz",290,0.803109409960044
"236","US-Me2",290,0.598203574265175
"237","IT-Lav",290,0.289909043740623
"238","RU-Cok",290,0.270667519955663
"239","AT-Neu",290,0.443149285931097
"240","CH-Lae",290,0.546623451675232
"241","DE-Gri",290,0.212743750749643
"242","GF-Guy",290,0.0184205015282008
"243","IT-MBo",290,0.477487339163469
"244","IT-Noe",290,0.129778041941668
"245","IT-Ro2",290,0.183393712595694
"246","US-Blo",290,0.763481347135586
"247","US-GLE",290,0.804294634784823
"248","US-SRM",290,0.796634479563133
"249","US-Wkg",290,0.53757646731932
"250","BR-Sa1",290,0.112757247232504
"251","CH-Cha",290,0.686102517200138
"252","CH-Fru",290,0.644313407295869
"253","FR-Fon",290,0.547186450697401
"254","CZ-wet",290,0.518783162199031
"255","IT-Ro1",290,0.139347457088788
"256","US-Ha1",291,0.503805314397181
"257","US-PFa",291,0.747506700432366
"258","BE-Bra",291,0.822392274145018
"259","BE-Vie",291,0.713994977234697
"260","DE-Tha",291,0.706506677610844
"261","DK-Sor",291,0.433937341374484
"262","FI-Hyy",291,0.536404710903975
"263","IT-Col",291,0.564000411265751
"264","NL-Loo",291,0.570901492042795
"265","CH-Dav",291,0.749776806595799
"266","RU-Fyo",291,0.704396601703465
"267","US-NR1",291,0.77813304832696
"268","IT-Ren",291,0.755059579979285
"269","US-MMS",291,0.524878751328081
"270","US-WCr",291,0.479421209609833
"271","CA-Man",291,0.48315650004126
"272","DK-ZaH",291,0.301895466752715
"273","FR-Pue",291,0.49716779405485
"274","US-Los",291,0.776006342076418
"275","US-UMB",291,0.536299053848322
"276","US-Var",291,0.497241789372108
"277","AU-How",291,0.595927325928768
"278","AU-Tum",291,0.114181848299669
"279","FI-Sod",291,0.401911909340492
"280","IT-SRo",291,0.214957395933566
"281","US-Syv",291,0.771302857942686
"282","US-Ton",291,0.386399583411349
"283","ZA-Kru",291,0.739145232607066
"284","DE-Hai",291,0.595938464157761
"285","FR-LBr",291,0.151461275774037
"286","IT-Cpz",291,0.803234580438764
"287","US-Me2",291,0.597611696014964
"288","IT-Lav",291,0.293091612104187
"289","RU-Cok",291,0.271083173887529
"290","AT-Neu",291,0.443299750471982
"291","CH-Lae",291,0.545426313060633
"292","DE-Gri",291,0.212605668805756
"293","GF-Guy",291,0.0206769740737667
"294","IT-MBo",291,0.477395574798661
"295","IT-Noe",291,0.130174779071565
"296","IT-Ro2",291,0.181534534428908
"297","US-Blo",291,0.763606030848431
"298","US-GLE",291,0.803477424427202
"299","US-SRM",291,0.796138354874185
"300","US-Wkg",291,0.537118982665222
"301","BR-Sa1",291,0.114295398648468
"302","CH-Cha",291,0.684406920466459
"303","CH-Fru",291,0.643417314249701
"304","FR-Fon",291,0.547202577481554
"305","CZ-wet",291,0.516592953034396
"306","IT-Ro1",291,0.138405740879028
"307","US-Ha1",292,0.502459514853974
"308","US-PFa",292,0.746177366170001
"309","BE-Bra",292,0.821526146742204
"310","BE-Vie",292,0.713223053359686
