"","sites","half.time","jama"
"1","US-Ha1",257,0.546731025837131
"2","US-PFa",257,0.790788777342004
"3","BE-Bra",257,0.843636182820494
"4","BE-Vie",257,0.743343361229749
"5","DE-Tha",257,0.736884514244952
"6","DK-Sor",257,0.450320498368166
"7","FI-Hyy",257,0.562907234332366
"8","IT-Col",257,0.590449154258356
"9","NL-Loo",257,0.617336770815469
"10","CH-Dav",257,0.776997404673462
"11","RU-Fyo",257,0.746657948174172
"12","US-NR1",257,0.805402670888818
"13","IT-Ren",257,0.789458278384804
"14","US-MMS",257,0.543421218457872
"15","US-WCr",257,0.549088247567451
"16","CA-Man",257,0.561723760723981
"17","DK-ZaH",257,0.30279910805481
"18","FR-Pue",257,0.532271351768596
"19","US-Los",257,0.803499096954256
"20","US-UMB",257,0.568672096477924
"21","US-Var",257,0.50813566133175
"22","AU-How",257,0.625955333185673
"23","AU-Tum",257,0.157343350125393
"24","FI-Sod",257,0.489480722360924
"25","IT-SRo",257,0.207046339166708
"26","US-Syv",257,0.809383450375907
"27","US-Ton",257,0.38580233237102
"28","ZA-Kru",257,0.773525948436397
"29","DE-Hai",257,0.643016479101297
"30","FR-LBr",257,0.111215607892833
"31","IT-Cpz",257,0.803588565448179
"32","US-Me2",257,0.619896206319902
"33","IT-Lav",257,0.314233800348655
"34","RU-Cok",257,0.259816762474662
"35","AT-Neu",257,0.475939006835996
"36","CH-Lae",257,0.587731215771567
"37","DE-Gri",257,0.23125451852863
"38","GF-Guy",257,0.0249903468353497
"39","IT-MBo",257,0.478581360232632
"40","IT-Noe",257,0.137075673305325
"41","IT-Ro2",257,0.215744979152863
"42","US-Blo",257,0.774807845524509
"43","US-GLE",257,0.825184913034717
"44","US-SRM",257,0.813596254465629
"45","US-Wkg",257,0.554030509131704
"46","BR-Sa1",257,0.034231102559044
"47","CH-Cha",257,0.737284400948145
"48","CH-Fru",257,0.689721604708994
"49","FR-Fon",257,0.550818661289127
"50","CZ-wet",257,0.533171739901658
"51","IT-Ro1",257,0.144560689106981
"52","US-Ha1",258,0.545484656142856
"53","US-PFa",258,0.789509330952755
"54","BE-Bra",258,0.843090820617197
"55","BE-Vie",258,0.742576564540587
"56","DE-Tha",258,0.735628124800582
"57","DK-Sor",258,0.450072363713092
"58","FI-Hyy",258,0.562136554193483
"59","IT-Col",258,0.590613995245785
"60","NL-Loo",258,0.615862045690498
"61","CH-Dav",258,0.775964400223504
"62","RU-Fyo",258,0.74544955521806
"63","US-NR1",258,0.804726011932946
"64","IT-Ren",258,0.788623225012318
"65","US-MMS",258,0.543142692683214
"66","US-WCr",258,0.547180575832305
"67","CA-Man",258,0.559484365412759
"68","DK-ZaH",258,0.302508146667676
"69","FR-Pue",258,0.531162844061396
"70","US-Los",258,0.802620909931147
"71","US-UMB",258,0.567785741606801
"72","US-Var",258,0.507807614241101
"73","AU-How",258,0.62502496599665
"74","AU-Tum",258,0.156664895809163
"75","FI-Sod",258,0.486449752719078
"76","IT-SRo",258,0.206530104199009
"77","US-Syv",258,0.808243694370325
"78","US-Ton",258,0.385599157373644
"79","ZA-Kru",258,0.772719592138601
"80","DE-Hai",258,0.6415346649593
"81","FR-LBr",258,0.112947252387211
"82","IT-Cpz",258,0.803651789962652
"83","US-Me2",258,0.619196399105456
"84","IT-Lav",258,0.315582620588863
"85","RU-Cok",258,0.260324169811028
"86","AT-Neu",258,0.476356017594
"87","CH-Lae",258,0.586283770695351
"88","DE-Gri",258,0.23054997078928
"89","GF-Guy",258,0.0288999325070817
"90","IT-MBo",258,0.478598868487688
"91","IT-Noe",258,0.135874231848547
"92","IT-Ro2",258,0.210624165775607
"93","US-Blo",258,0.773992430510772
"94","US-GLE",258,0.824743644465113
"95","US-SRM",258,0.813080608640692
"96","US-Wkg",258,0.552902061621364
"97","BR-Sa1",258,0.0369481728865034
"98","CH-Cha",258,0.73550965184267
"99","CH-Fru",258,0.687149434040999
"100","FR-Fon",258,0.550557387959168
"101","CZ-wet",258,0.533581723084664
"102","IT-Ro1",258,0.143428681537295
"103","US-Ha1",259,0.543955734301038
"104","US-PFa",259,0.788313436917648
"105","BE-Bra",259,0.842442648272898
"106","BE-Vie",259,0.741464578699697
"107","DE-Tha",259,0.735008623795047
"108","DK-Sor",259,0.449348324264214
"109","FI-Hyy",259,0.561286474247239
"110","IT-Col",259,0.589714594092848
"111","NL-Loo",259,0.614524343777948
"112","CH-Dav",259,0.775238420158291
"113","RU-Fyo",259,0.744128243202125
"114","US-NR1",259,0.803873974518296
"115","IT-Ren",259,0.78756334399616
"116","US-MMS",259,0.542676978288283
"117","US-WCr",259,0.54499055988133
"118","CA-Man",259,0.556673474245039
"119","DK-ZaH",259,0.302451068307386
"120","FR-Pue",259,0.530209509163049
"121","US-Los",259,0.801833881011115
"122","US-UMB",259,0.566799993433258
"123","US-Var",259,0.507392720795489
"124","AU-How",259,0.624120405004821
"125","AU-Tum",259,0.152023418088591
"126","FI-Sod",259,0.483721248946797
"127","IT-SRo",259,0.206949632807687
"128","US-Syv",259,0.807074610435595
"129","US-Ton",259,0.385551811978998
"130","ZA-Kru",259,0.771500648876626
"131","DE-Hai",259,0.640264107109267
"132","FR-LBr",259,0.111030665728679
"133","IT-Cpz",259,0.803552988798572
"134","US-Me2",259,0.618328590271694
"135","IT-Lav",259,0.3147362933924
"136","RU-Cok",259,0.259776959668883
"137","AT-Neu",259,0.474406693963318
"138","CH-Lae",259,0.585192041643037
"139","DE-Gri",259,0.230063357239267
"140","GF-Guy",259,0.0202442894864212
"141","IT-MBo",259,0.478618134804748
"142","IT-Noe",259,0.135777802470741
"143","IT-Ro2",259,0.20989040699126
"144","US-Blo",259,0.774272244156857
"145","US-GLE",259,0.824053218256232
"146","US-SRM",259,0.812546931579356
"147","US-Wkg",259,0.55299920334524
"148","BR-Sa1",259,0.0396041207078882
"149","CH-Cha",259,0.733979109526636
"150","CH-Fru",259,0.686331468649725
"151","FR-Fon",259,0.550480957611658
"152","CZ-wet",259,0.530578302362327
"153","IT-Ro1",259,0.144248013687567
"154","US-Ha1",260,0.542567772444009
"155","US-PFa",260,0.787106833441306
"156","BE-Bra",260,0.841858801506827
"157","BE-Vie",260,0.7405861423398
"158","DE-Tha",260,0.734204045464506
"159","DK-Sor",260,0.449175041576145
"160","FI-Hyy",260,0.560567338667514
"161","IT-Col",260,0.588892961849163
"162","NL-Loo",260,0.613174246747197
"163","CH-Dav",260,0.774773414622794
"164","RU-Fyo",260,0.742939132177404
"165","US-NR1",260,0.803105008085406
"166","IT-Ren",260,0.786449385987701
"167","US-MMS",260,0.541669566073007
"168","US-WCr",260,0.542993366138267
"169","CA-Man",260,0.553645460833776
"170","DK-ZaH",260,0.302887639622292
"171","FR-Pue",260,0.529280917174813
"172","US-Los",260,0.800989664287187
"173","US-UMB",260,0.565861334538687
"174","US-Var",260,0.506916000977736
"175","AU-How",260,0.623171302709258
"176","AU-Tum",260,0.154742452982994
"177","FI-Sod",260,0.480830342730373
"178","IT-SRo",260,0.207851982012853
"179","US-Syv",260,0.805990395115203
"180","US-Ton",260,0.385898551973685
"181","ZA-Kru",260,0.770518153002244
"182","DE-Hai",260,0.638764381977259
"183","FR-LBr",260,0.113142792438967
"184","IT-Cpz",260,0.803916782207807
"185","US-Me2",260,0.617183586018634
"186","IT-Lav",260,0.312247617278939
"187","RU-Cok",260,0.261247391180504
"188","AT-Neu",260,0.474514988944554
"189","CH-Lae",260,0.584003883490579
"190","DE-Gri",260,0.229150725752662
"191","GF-Guy",260,0.0142921513174646
"192","IT-MBo",260,0.478660072991764
"193","IT-Noe",260,0.136951138927024
"194","IT-Ro2",260,0.209845998302935
"195","US-Blo",260,0.773674981704856
"196","US-GLE",260,0.823471012190382
"197","US-SRM",260,0.812058039262521
"198","US-Wkg",260,0.552356271472438
"199","BR-Sa1",260,0.0420070683549098
"200","CH-Cha",260,0.732574356131596
"201","CH-Fru",260,0.683600970728154
"202","FR-Fon",260,0.55048714950972
"203","CZ-wet",260,0.533249511087908
"204","IT-Ro1",260,0.143883862385501
"205","US-Ha1",261,0.541498540870139
"206","US-PFa",261,0.785868118511203
"207","BE-Bra",261,0.841258354939839
"208","BE-Vie",261,0.739771115232176
"209","DE-Tha",261,0.73325126742646
"210","DK-Sor",261,0.448738085127245
"211","FI-Hyy",261,0.559781843945054
"212","IT-Col",261,0.586909369144709
"213","NL-Loo",261,0.61164383414556
"214","CH-Dav",261,0.773996303461056
"215","RU-Fyo",261,0.741719494354031
"216","US-NR1",261,0.802105448916213
"217","IT-Ren",261,0.785612228923574
"218","US-MMS",261,0.541157821841439
"219","US-WCr",261,0.540904633580406
"220","CA-Man",261,0.551922142589987
"221","DK-ZaH",261,0.302776929715832
"222","FR-Pue",261,0.528149207627806
"223","US-Los",261,0.800152626411769
"224","US-UMB",261,0.564925346415455
"225","US-Var",261,0.506625374790924
"226","AU-How",261,0.622258259409784
"227","AU-Tum",261,0.149912526613448
"228","FI-Sod",261,0.477849108522681
"229","IT-SRo",261,0.208205392745436
"230","US-Syv",261,0.804767168160927
"231","US-Ton",261,0.385699982636106
"232","ZA-Kru",261,0.769510021117718
"233","DE-Hai",261,0.63723991917041
"234","FR-LBr",261,0.116024004158457
"235","IT-Cpz",261,0.803987423416818
"236","US-Me2",261,0.618639556851423
"237","IT-Lav",261,0.311096058327084
"238","RU-Cok",261,0.261294145908229
"239","AT-Neu",261,0.474102161137816
"240","CH-Lae",261,0.582658234595892
"241","DE-Gri",261,0.228488337551109
"242","GF-Guy",261,-0.00029314300061536
"243","IT-MBo",261,0.478677141602469
"244","IT-Noe",261,0.136937674244406
"245","IT-Ro2",261,0.208030556570897
"246","US-Blo",261,0.77285858257371
"247","US-GLE",261,0.822676673441648
"248","US-SRM",261,0.811527140933345
"249","US-Wkg",261,0.551730980150962
"250","BR-Sa1",261,0.0441158968678098
"251","CH-Cha",261,0.730853223161797
"252","CH-Fru",261,0.683783732241505
"253","FR-Fon",261,0.550330959310294
"254","CZ-wet",261,0.529997961582702
"255","IT-Ro1",261,0.143511115389095
"256","US-Ha1",262,0.540038029156249
"257","US-PFa",262,0.784656646147505
"258","BE-Bra",262,0.84059127261389
"259","BE-Vie",262,0.738938482140199
"260","DE-Tha",262,0.73248154234827
"261","DK-Sor",262,0.448177182582932
"262","FI-Hyy",262,0.558990208278453
"263","IT-Col",262,0.586892105834476
"264","NL-Loo",262,0.61041349451761
"265","CH-Dav",262,0.773097002506431
"266","RU-Fyo",262,0.740918877644606
"267","US-NR1",262,0.801576138031317
"268","IT-Ren",262,0.784671070931999
"269","US-MMS",262,0.541048403353409
"270","US-WCr",262,0.538761898574121
"271","CA-Man",262,0.548673033949552
"272","DK-ZaH",262,0.3027968030711
"273","FR-Pue",262,0.527111566249105
"274","US-Los",262,0.79934020361815
"275","US-UMB",262,0.563878650637349
"276","US-Var",262,0.506202005825185
"277","AU-How",262,0.621357419922624
"278","AU-Tum",262,0.151501762663546
"279","FI-Sod",262,0.475073912941238
"280","IT-SRo",262,0.207652280116711
"281","US-Syv",262,0.803833178053085
"282","US-Ton",262,0.385271178282019
"283","ZA-Kru",262,0.768550858257848
"284","DE-Hai",262,0.635588139599212
"285","FR-LBr",262,0.116462070832406
"286","IT-Cpz",262,0.803690623478843
"287","US-Me2",262,0.617693970669139
"288","IT-Lav",262,0.308951241139208
"289","RU-Cok",262,0.261640871498483
"290","AT-Neu",262,0.473467277870303
"291","CH-Lae",262,0.581147481512394
"292","DE-Gri",262,0.227691477531655
"293","GF-Guy",262,0.00511566613026194
"294","IT-MBo",262,0.478507240255875
"295","IT-Noe",262,0.136335733939983
"296","IT-Ro2",262,0.209443965659917
"297","US-Blo",262,0.771853062453834
"298","US-GLE",262,0.822109783022478
"299","US-SRM",262,0.810897517556688
"300","US-Wkg",262,0.551277861921805
"301","BR-Sa1",262,0.0458285037722306
"302","CH-Cha",262,0.729449303368276
"303","CH-Fru",262,0.681812944506051
"304","FR-Fon",262,0.550156197313435
"305","CZ-wet",262,0.530593764393848
"306","IT-Ro1",262,0.142866729654647
"307","US-Ha1",263,0.538589633535558
"308","US-PFa",263,0.783400235807044
"309","BE-Bra",263,0.83989564886775
"310","BE-Vie",263,0.738001911035208
"311","DE-Tha",263,0.731659364072959
"312","DK-Sor",263,0.447348142457655
"313","FI-Hyy",263,0.558340728069635
"314","IT-Col",263,0.58637364684507
"315","NL-Loo",263,0.608940650097473
"316","CH-Dav",263,0.772230737496931
"317","RU-Fyo",263,0.739460109892766
"318","US-NR1",263,0.800637558661639
"319","IT-Ren",263,0.783672634576952
"320","US-MMS",263,0.540161022230644
"321","US-WCr",263,0.53668417649979
"322","CA-Man",263,0.546936549831841
"323","DK-ZaH",263,0.302391161613545
"324","FR-Pue",263,0.526657880085133
"325","US-Los",263,0.798517483204863
"326","US-UMB",263,0.562902787490648
"327","US-Var",263,0.505697872112283
"328","AU-How",263,0.620431506447979
"329","AU-Tum",263,0.151863854266944
"330","FI-Sod",263,0.472269778797991
"331","IT-SRo",263,0.20756051579386
"332","US-Syv",263,0.802672581103062
"333","US-Ton",263,0.385742390290695
"334","ZA-Kru",263,0.767106568254601
"335","DE-Hai",263,0.634043672952179
"336","FR-LBr",263,0.11773824655751
"337","IT-Cpz",263,0.803830424332609
"338","US-Me2",263,0.615819304849261
"339","IT-Lav",263,0.309983917862244
"340","RU-Cok",263,0.262032228371557
"341","AT-Neu",263,0.470837042058467
"342","CH-Lae",263,0.57967425051738
"343","DE-Gri",263,0.227322365661511
"344","GF-Guy",263,0.0259098804426619
"345","IT-MBo",263,0.478685799530562
"346","IT-Noe",263,0.135704772827351
"347","IT-Ro2",263,0.20422622110865
"348","US-Blo",263,0.77223252505799
"349","US-GLE",263,0.821383739722554
"350","US-SRM",263,0.810464907762882
"351","US-Wkg",263,0.550657408142859
"352","BR-Sa1",263,0.0492975589376667
"353","CH-Cha",263,0.727751372587883
"354","CH-Fru",263,0.681782827967083
"355","FR-Fon",263,0.550133572748057
"356","CZ-wet",263,0.530677651825338
"357","IT-Ro1",263,0.142587292103065
